brand,title,scent_type,price,priceWithCurrency,available,availableText,sold,lastUpdated,itemLocation
Coach,Coach Poppy Flower 3.4 oz  100 mL Eau De Parfum Spray Brand New in Box Sealed,"Lavender, Rose, Saffron, Coffee",28.99,US $28.99/ea,8,8 available / 152 sold,152,"May 24, 2024 06:27:25 PDT","Las Vegas, Nevada, United States"
Victoria's Secret,Victoria's Secret Bombshell Women's 3.4 fl oz Eau de Parfum NEW IN BOX & SEALED,"Coconut, Oud, Raspberry, Lily, Chili",33.89,US $33.89/ea,9,9 available / 216 sold,216,"May 24, 2024 06:12:22 PDT","Las Vegas, Nevada, United States"
Viktor & Rolf,Flowerbomb by Viktor & Rolf 3.4 oz L'Eau de Parfum Spray BRAND NEW SEALED IN BOX,"Pear, Orange Blossom, Rose, Apple, Lily of the Valley",59.99,US $59.99/ea,10,More than 10 available / 150 sold,150,"May 20, 2024 08:35:38 PDT","Ecorse, Michigan, United States"
Kilian,"*YOU PICK!* Kilian LOVE DON'T BE SHY, GOOD GIRL GONE BAD 1.5ml OFFICIAL Samples","Coconut, Patchouli, Sandalwood",8.99,US $8.99,10,More than 10 available / 344 sold,344,"May 07, 2024 20:15:06 PDT","Ashburnham, Massachusetts, United States"
Dolce&Gabbana,Dolce & Gabbana DOLCE VIOLET Women Perfume 5ml EDT Splash MINI Travel Size (C61,"Rose, Lily, Cinnamon, Musk",18.95,US $18.95/ea,8,8 available / 9 sold,9,"May 20, 2024 13:18:54 PDT","Los Angeles, California, United States"
Clinique,NEW Aromatics Elixir By Clinique For Women. Body Smoother 6.7 oz/200 ml,"Cinnamon, Coffee, Grapefruit",20.79,US $20.79,7,7 available / 33 sold,33,"May 19, 2024 13:44:31 PDT","Plainfield, Illinois, United States"
Parfums de Marly,Delina by Parfums de Marly 2.5 oz EDP Perfume for Women New in Box!,"Pepper, Vanilla, Musk, Citrus",89.99,US $89.99/ea,6,6 available / 7 sold,7,"May 20, 2024 23:52:18 PDT","San Diego, California, United States"
Ralph Lauren,Big Pony 2 Fruity Sensual by Ralph Lauren for women EDT 3.3 / 3.4 oz,"Lily of the Valley, Lily",20.31,US $20.31/ea,8,8 available / 84 sold,84,"May 15, 2024 09:11:16 PDT","Dallas, Texas, United States"
Juicy Couture,VIVA LA JUICY ROSE COUTURE by Juicy Couture 3.4 oz EDP For Women New in Box,"Pear, Lavender, Amber, Chocolate, Blackcurrant",34.6,US $34.60/ea,89,"89 available / 1,833 sold",1833,"May 24, 2024 10:13:07 PDT","Dallas, Texas, United States"
Burberry,BURBERRY CLASSIC by Burberry perfume for women EDP 3.3 / 3.4 oz New in Box,"Amber, Coffee, Cardamom, Lily, Violet",38.14,US $38.14/ea,,Limited quantity available / 725 sold,725,"May 24, 2024 08:55:13 PDT","Dallas, Texas, United States"
Avon,Avon FAR AWAY Eau De Parfum Perfume Spray 1.7 oz~Free Travel spray,"Coffee, Patchouli, Rose, Pepper",16.89,US $16.89/ea,10,More than 10 available / 551 sold,551,"May 07, 2024 09:26:07 PDT","West Palm Beach, Florida, United States"
Elizabeth Arden,GREEN TEA CUCUMBER by Elizabeth Arden for Women 3.3 oz 100 ml Eau Toilette Spray,"Leather, Cypress, Pear, Sandalwood, Orange Blossom",12.95,US $12.95/ea,5,5 available / 24 sold,24,"May 21, 2024 11:33:00 PDT","TX, United States"
Jimmy Choo,Jimmy Choo Ladies I Want Choo Forever EDP Spray 3.38 oz (Tester) Fragrances,"Ginger, Coconut",49.81,US $49.81,3,3 available / 30 sold,30,"May 23, 2024 10:45:18 PDT","Brooklyn, New York, United States"
Narciso Rodriguez,Narciso Rodriguez for Her 3.3 fl oz Eau De Parfum Spray for Women New In Box,"Vetiver, Clove, Lily, Lavender",34.99,US $34.99/ea,10,More than 10 available / 36 sold,36,"May 23, 2024 07:54:33 PDT","Saint Clair Shores, Michigan, United States"
Chaka by Chaka Khan,Chaka by Chaka Khan Energizing 3.4 oz. EDP-Open Box,"Cinnamon, Leather, Grapefruit",29.95,US $29.95,6,6 available / 19 sold,19,"May 14, 2024 09:00:18 PDT","Clearwater, Florida, United States"
Thierry Mugler,Alien by Thierry Mugler 3 oz EDP Perfume for Women New In Box,"Saffron, Grapefruit, Cinnamon, Cypress",85.56,US $85.56/ea,,Limited quantity available / 953 sold,953,"May 23, 2024 06:32:37 PDT","Hackensack, New Jersey, United States"
CHANEL,Chanel Chance Eau Fraiche Eau De Parfum 3.4 oz New & Sealed 100% Authentic,"Coconut, Cardamom, Cypress, Pear, Coffee",119,US $119.00,2,2 available / 7 sold,7,"May 23, 2024 13:17:54 PDT","Woodruff, South Carolina, United States"
HUGO BOSS,Deep Red by Hugo Boss Perfume for women 3.0 oz edp New in Box,"Oakmoss, Saffron, Oud, Raspberry",27.26,US $27.26/ea,32,"32 available / 4,977 sold",4977,"May 24, 2024 10:39:07 PDT","Dallas, Texas, United States"
Thierry Mugler,Angel by Thierry Mugler 3.4 oz Eau De Parfum Spray Refillable Star New & Sealed,"Peach, Coffee, Lily, Musk",69.99,US $69.99/ea,2,2 available / 27 sold,27,"May 20, 2024 08:22:23 PDT","Reinholds, Pennsylvania, United States"
Valentino,Valentino DONNA by Valentino for Women 3.4 oz.Eau De Parfum Spray in Sealed Box,"Violet, Cardamom",99.99,US $99.99,10,More than 10 available / 5 sold,5,"Apr 23, 2024 19:32:59 PDT","Katy, Texas, Hong Kong"
Maison Margiela,Maison Margiela Replica Lazy Sunday Morning Eau de Toilette 3.4 oz New in Box US,"Sandalwood, Clove",48.88,US $48.88,9,9 available / 51 sold,51,"May 09, 2024 00:45:39 PDT","College Point, New York, United States"
PRADA,Prada Candy by Prada 2.7oz / 80ml Eau De Parfum Brand New Sealed in Box,"Ginger, Oud, Orange Blossom, Apple, Lavender",48.99,US $48.99/ea,8,8 available / 37 sold,37,"May 22, 2024 03:44:34 PDT","Warren, Michigan, United States"
Marc Jacobs,Marc Jacobs Daisy Wild Eau De Parfum EDP Miniature Splash For Women 4 ml-NIB,"Patchouli, Violet, Coconut, Orange Blossom",28.99,US $28.99,7,7 available / 3 sold,3,,"Miami, Florida, United States"
Maison Alhambra,Glacier Bold EDP Perfume By Maison Alhambra Lattafa 100 ML New Release,"Jasmine, Raspberry, Clove",37.99,US $37.99,10,More than 10 available / 16 sold,16,"May 16, 2024 12:18:47 PDT","North Brunswick, New Jersey, United States"
Davidoff,Cool Water by Davidoff EDT for Women 3.4 oz / 100 ml *NEW*,"Vanilla, Jasmine, Peach",20.99,US $20.99,4,4 available / 20 sold,20,"Apr 30, 2024 11:44:27 PDT","Miami, Florida, United States"
Jo Malone,Jo Malone Velvet Rose & Oud Cologne Intense Women's Eau de 3.4 fl oz/100ml,"Vetiver, Rose",86.99,US $86.99,4,4 available / 6 sold,6,"May 08, 2024 16:32:50 PDT","Las Vegas, Nevada, United States"
Juicy Couture,VIVA LA JUICY by Juicy Couture perfume for women EDP 3.3 / 3.4 oz New Tester,"Apple, Cedarwood, Patchouli, Chocolate, Sandalwood",29.55,US $29.55/ea,408,408 available / 886 sold,886,"May 24, 2024 07:22:10 PDT","Dallas, Texas, United States"
Lancôme,Set 2 Lancome Perfume La Vie Est Belle Eau de Parfum EDP Travel Size 4ml ea =8ml,"Rose, Amber",9.99,US $9.99,10,More than 10 available / 65 sold,65,"May 22, 2024 22:50:24 PDT","Newark, Delaware, United States"
Thierry Mugler,Aura Mugler by Thierry Mugler Eau de Parfum Miniature Splash Perfume for Women,"Amber, Sandalwood, Vanilla",12.99,US $12.99,10,More than 10 available / 89 sold,89,"May 22, 2024 11:13:32 PDT","Tallman, New York, United States"
Dossier,Dossier FLORAL MARSHMALLOW Eau de Parfum 1.7 Fl oz / 50 mL Perfume NEW IN BOX,"Rose, Pear, Lily of the Valley, Lily, Clove",26.9,US $26.90/ea,10,More than 10 available / 150 sold,150,"May 06, 2024 12:18:45 PDT","Los Angeles, California, United States"
Giorgi^o Armani,Sì Passione by Giorgio Armani For Women 3.4 Oz Eau De Parfum Spray New in Box,"Coconut, Leather",44.78,US $44.78,2,2 available / 11 sold,11,"May 22, 2024 00:02:51 PDT","Syracuse, New York, United States"
Victoria's Secret,Victoria's Secret Heavenly Perfume Spray Eau de Parfum 3.4 oz 100 ml New Sealed,"Cypress, Orange Blossom, Cedarwood",34.99,US $34.99/ea,9,9 available / 110 sold,110,"May 23, 2024 09:39:14 PDT","Laughlin, Nevada, United States"
Victoria's Secret,BOMBSHELL Victoria's Secret PERFUME 2.5 Oz 75 ml Fine Fragrance Mist Spray WOMEN,"Chocolate, Cinnamon, Rose, Cardamom",14.5,US $14.50,5,5 available / 17 sold,17,"May 22, 2024 14:54:49 PDT","Lisle, Illinois, United States"
Huda Beauty,kayali vanilla candy rock sugar | 42 HUDA BEAUTY Sample 1.5ml on card New,"Cypress, Sandalwood",14.95,US $14.95,,Last One / 17 sold,17,"May 23, 2024 13:54:40 PDT","Port Orange, Florida, United States"
Lancôme,Idole by Lancome Eau de Parfum EDP Perfume for Women 2.5 oz New in Box,"Lily of the Valley, Amber, Peach",42.99,US $42.99,2,2 available / 4 sold,4,"May 24, 2024 02:59:43 PDT","Kew Gardens, New York, United States"
Parfums de Marly,Parfums deMarly Delina by Parfums de Marly 2.5 ozEau De Parfum Spray For Women,"Pear, Sandalwood, Coconut, Raspberry",100.99,US $100.99,,Last One / 15 sold,15,"May 22, 2024 19:00:39 PDT","Jefferson, Texas, United States"
Bellie Eilish,Eilish by Bellie Eilish 3.4 oz / 100 ml EDP Perfume Spray for Women New In Box,"Jasmine, Patchouli, Orange Blossom, Citrus",49.99,US $49.99/ea,4,4 available / 38 sold,38,"May 22, 2024 19:14:47 PDT","USA,California, Hong Kong"
Viktor & Rolf,VIKTOR & ROLF FLOWERBOMB EAU DE PARFUM TRAVEL SIZE SPRAY VAIL 0.1FL.OZ/3ML,"Musk, Cypress, Chocolate, Coffee",9.99,US $9.99,10,More than 10 available / 10 sold,10,,"Hicksville, New York, United States"
Estée Lauder,Estee Lauder Beautiful 2.5 fl oz Eau de Parfum Factory Sealed New,"Sandalwood, Vanilla, Ginger, Cypress",28.15,US $28.15,,Last One / 123 sold,123,"May 24, 2024 01:26:16 PDT","Grafton, Wisconsin, United States"
Lucky,LUCKY YOU by Lucky Brand 3.3 oz / 3.4 oz for Women edt Perfume tester,"Lily, Lavender",14.74,US $14.74/ea,117,117 available / 889 sold,889,"May 09, 2024 21:29:42 PDT","Dallas, Texas, United States"
Ariana Grande,Ariana Grande Cloud Pink 3.4oz Authentic Pink Perfume Spray Sealed,"Rose, Jasmine, Grapefruit, Cypress, Sandalwood",29.99,US $29.99/ea,10,More than 10 available / 29 sold,29,"May 24, 2024 10:25:41 PDT","Detroit, Michigan, United States"
Lancome,Miracle by Lancome Perfume for Women 3.4 oz edp New In Box,"Blackcurrant, Ginger, Pear, Amber, Leather",35.99,US $35.99/ea,10,More than 10 available / 161 sold,161,"May 19, 2024 08:02:19 PDT","Detroit, Michigan, United States"
Givenchy,Hot Couture by Givenchy for Women EDP 3.3 oz - 100 ml *NEW IN SEALED BOX*,"Musk, Chili, Oud",49.99,US $49.99,10,More than 10 available / 230 sold,230,"May 08, 2024 11:14:20 PDT","Miami, Florida, United States"
Philosophy,Pure Grace Nude Rose Perfume by Philosophy for Women EDT 2 oz New,"Coconut, Blackcurrant, Cedarwood, Pear, Chili",19.05,US $19.05,8,8 available / 42 sold,42,,"Joppa, Maryland, United States"
Ariana Grande,Sweet Like Candy by Ariana Grande EDP Perfume for Women 3.4 oz Brand New Tester,"Jasmine, Lily, Musk, Patchouli, Apple",29.54,US $29.54/ea,10,"More than 10 available / 1,372 sold",1372,"May 24, 2024 07:30:03 PDT","Hackensack, New Jersey, United States"
Carolina Herrera,Carolina Herrera_Good Girl Perfume 2.7 OZ BLACK SHIPS IN 24 HOURS SEALED Mujer,"Chili, Pear, Rose, Raspberry, Violet",47.8,US $47.80/ea,10,More than 10 available / 38 sold,38,"May 08, 2024 13:25:03 PDT","Bakersfield, California, United States"
Clinique,Roller Ball  Women Aromatics Elixir by Clinique 0.2 oz / 6 ml EDP Perfume Rare,"Blackcurrant, Grapefruit, Raspberry, Leather",13.95,US $13.95/ea,10,More than 10 available / 57 sold,57,"Mar 31, 2024 08:14:05 PDT","Keyport, New Jersey, United States"
ALT Fragrances,"ALT Fragrances - Executive No. 26 EDP (Inspired by Aventus), 3.4 oz / 100 ml","Violet, Amber, Rose",59.99,US $59.99,10,More than 10 available / 243 sold,243,"May 24, 2024 09:40:02 PDT","Van Nuys, California, United States"
Victoria's Secret,VICTORIA'S SECRET Tease Crème Cloud Eau de Parfum 3.4oz 100 ml  Women's Spray,"Vanilla, Peach, Oud",43,US $43.00,3,3 available / 27 sold,27,"May 20, 2024 21:24:45 PDT","Houston, Texas, United States"
Giorgio Beverly Hills,GIORGIO by Giorgio Beverly Hills 3 / 3.0 oz EDT Perfume for Women New In Box,"Pepper, Blackcurrant, Amber, Peach",22.51,US $22.51/ea,189,"189 available / 3,319 sold",3319,"May 24, 2024 07:51:07 PDT","Dallas, Texas, United States"
Versace,mini Yellow Diamond by Versace EDT Perfume for Women Brand New In Box,"Chili, Pepper, Musk, Jasmine",9.92,US $9.92,10,"More than 10 available / 5,971 sold",5971,"May 20, 2024 23:10:53 PDT","Hackensack, New Jersey, United States"
Givenchy,Amarige by Givenchy 3.3 / 3.4 oz EDT Perfume for Women New In Box,"Rose, Chili, Patchouli",47.65,US $47.65/ea,,"Limited quantity available / 5,349 sold",5349,"May 24, 2024 00:47:58 PDT","Hackensack, New Jersey, United States"
Jo Malone,Jo Malone Oud & Bergamot Cologne Intense Spray Women's Eau de 3.4 fl oz/100ml,"Lily of the Valley, Chocolate, Peach, Coffee",86.99,US $86.99,7,7 available / 9 sold,9,"May 24, 2024 08:55:12 PDT","Las Vegas, Nevada, United States"
Coach,Coach Dreams Sunset by Coach perfume for women EDP 3.0 oz New in Box,"Saffron, Sandalwood, Oakmoss",41.58,US $41.58/ea,174,174 available / 298 sold,298,"May 24, 2024 05:11:50 PDT","Dallas, Texas, United States"
Britney Spears,MIDNIGHT FANTASY by Britney Spears for Women 3.3 / 3.4 oz edp tester,"Coconut, Cedarwood, Musk, Jasmine",16.87,US $16.87/ea,36,36 available / 626 sold,626,"May 24, 2024 10:43:08 PDT","Dallas, Texas, United States"
Gucci,Gucci Guilty Pour Femme by Gucci perfume for Women EDP 3.0 oz New Tester,"Coffee, Orange Blossom, Leather, Lavender, Peach",59.4,US $59.40/ea,50,50 available / 120 sold,120,"May 17, 2024 00:06:51 PDT","Dallas, Texas, United States"
PRADA,PRADA CANDY BY PRADA 2.7 FL OZ EAU DE PARFUM SPRAY BRAND NEW SEALED IN BOX,"Oud, Sandalwood",43.99,US $43.99/ea,2,2 available / 121 sold,121,"May 24, 2024 02:09:13 PDT","Houston, Texas, United States"
TF,Lost Cherry Eau de Parfum 3.4 oz / 100ml For Women & Men,"Ginger, Rose, Blackcurrant, Vanilla, Chocolate",69.99,US $69.99/ea,4,4 available / 7 sold,7,"May 23, 2024 18:24:39 PDT","California,United States, Hong Kong"
CHANEL,Chanel Coco Mademoiselle Eau de Parfum Sample Spray Vial 1.5ml/0.05oz,"Violet, Cardamom, Lavender, Orange Blossom, Grapefruit",12.99,US $12.99/ea,10,More than 10 available / 32 sold,32,"May 14, 2024 15:38:52 PDT","Tarzana, California, United States"
Juliette has a gun,Juliette Has A Gun Not A Perfume Eau De Parfum 5 ml .17 fl oz Travel Size NEW,"Ginger, Jasmine, Vetiver, Pear",11.66,US $11.66/ea,2,2 available / 12 sold,12,"May 15, 2024 21:40:55 PDT","Matawan, New Jersey, United States"
Juliette Has a Gun,"Not A Perfume by Juliette Has A Gun, 3.3 oz EDP Spray for Women TESTER","Chili, Cardamom, Patchouli, Amber",43.15,US $43.15/ea,10,More than 10 available / 561 sold,561,"May 23, 2024 21:14:48 PDT","Edison, New Jersey, United States"
Versace,"Versace Yellow Diamond EDT 3.0oz - Sealed New, Luminous Scent","Orange Blossom, Pepper, Cypress, Musk",32.99,US $32.99/ea,6,6 available / 79 sold,79,"May 23, 2024 10:31:19 PDT","Flat Lick, Kentucky, United States"
Elizabeth Taylor,DIAMONDS AND RUBIES by ELIZABETH TAYLOR 3.3 oz / 3.4 oz edt NEW in Box,"Vetiver, Violet, Musk, Amber",15.8,US $15.80/ea,72,"72 available / 2,499 sold",2499,"May 24, 2024 10:35:06 PDT","Dallas, Texas, United States"
Philosophy,Philosophy Summer Grace 4oz Eau De Toilette Spray Pre-Coty,"Blackcurrant, Cinnamon, Amber",15,US $15.00,5,5 available / 5 sold,5,"May 23, 2024 07:09:50 PDT","Warminster, Pennsylvania, United States"
Elizabeth Taylor,Gardenia by Elizabeth Taylor Perfume for Women edp 3.4 oz Brand New In Box,"Lavender, Grapefruit, Chili, Patchouli, Blackcurrant",17.52,US $17.52/ea,10,"More than 10 available / 1,692 sold",1692,"May 24, 2024 10:35:02 PDT","Hackensack, New Jersey, United States"
Ariana Grande,Ariana Grande Cloud Pink Eau de Parfum 3.4 oz 100 ML Brand New & Sealed Box,"Leather, Vanilla, Violet, Lily of the Valley, Clove",38.99,US $38.99/ea,8,8 available / 108 sold,108,"May 22, 2024 23:15:21 PDT","Warren, Michigan, United States"
Oscar de la Renta,SO DE LA RENTA Oscar 3.3 / 3.4 oz EDT For Women New in Box,"Raspberry, Vetiver",19.83,US $19.83/ea,22,"22 available / 1,652 sold",1652,"May 24, 2024 10:55:07 PDT","Dallas, Texas, United States"
Victoria's Secret,VICTORIAS SECRET TEASE SUGAR FLEUR ROLLERBALL EAU DE PARFUM  .23oz/7ml no box,"Chili, Jasmine, Ginger, Cedarwood, Violet",17.49,US $17.49/ea,17,17 available / 292 sold,292,"May 06, 2024 06:19:46 PDT","Bethpage, New York, United States"
Elizabeth And James Nirvana,Elizabeth And James Nirvana Amethyst Eau De Parfum Spray For Women 1.7 oz / 50ml,"Violet, Oud, Oakmoss, Chili",19.12,US $19.12/ea,3,3 available / 42 sold,42,"May 23, 2024 20:18:14 PDT","Linden, New Jersey, United States"
Armaf,"Armaf Club De Nuit Eau De Parfum Spray, Perfume for Women, 3.6 Oz","Musk, Pear, Cypress, Orange Blossom, Cedarwood",30.9,US $30.90,3,3 available / 607 sold,607,"May 23, 2024 21:59:33 PDT","Edison, New Jersey, United States"
Le Labo,"Le Labo Another 13 Eau de Parfum EDP Sample Vial .025oz, .75ml New in Pouch","Pepper, Sandalwood, Jasmine, Raspberry",13.89,US $13.89,5,5 available / 52 sold,52,"May 24, 2024 00:31:53 PDT","Phillipsburg, New Jersey, United States"
Avon,Avon Haiku REFLECTION eau de parfum spray brand new fresh 1.7 fl oz ea,"Clove, Vanilla",12.74,US $12.74,10,More than 10 available / 13 sold,13,"May 21, 2024 16:39:55 PDT","Orlando, United States"
FLOWER,12 Piece Woman’s Perfume Lot: Assorted scents In 3.4 Oz Bottles,"Saffron, Orange Blossom",48,US $48.00,4,4 available / 1 sold,1,,"Webster, Florida, United States"
Calvin Klein,Escape by Calvin Klein EDP Perfume for Women 3.4 oz New In Box,"Chocolate, Blackcurrant, Clove",26.66,US $26.66/ea,,"Limited quantity available / 17,854 sold",17854,"May 24, 2024 07:32:39 PDT","Hackensack, New Jersey, United States"
Oscar de la Renta,Oscar by Oscar De La Renta EDT Perfume for Women 3.3 / 3.4 oz New In Box,"Saffron, Ginger, Peach",33.34,US $33.34/ea,8,"8 available / 3,466 sold",3466,"May 23, 2024 10:04:49 PDT","Hackensack, New Jersey, United States"
Tom Ford,Tom Ford  Electric Cherry Eau De Parfum EDP Sample Spray 2ml NIB,"Cypress, Musk",12,US $12.00/ea,4,4 available / 6 sold,6,,"Phoenix, Arizona, United States"
Calvin Klein,CK IN2U HER Calvin Klein perfume edt 3.4 oz 3.3 NEW TESTER,"Violet, Citrus",17.57,US $17.57/ea,62,62 available / 83 sold,83,"May 24, 2024 07:38:15 PDT","Dallas, Texas, United States"
Elizabeth Arden,White Tea by Elizabeth Arden 3.3 / 3.4 oz EDT Perfume for Women Tester,"Lily of the Valley, Cardamom",20,US $20.00,15,15 available / 25 sold,25,,"Kansas City, Missouri, United States"
Lanvin,Arpege by Lanvin 3.3 / 3.4 oz EDP Perfume for Women NEW In Box,"Rose, Cinnamon, Raspberry, Amber",19.99,US $19.99/ea,3,3 available / 3 sold,3,"May 21, 2024 14:27:59 PDT","Miami, Florida, United States"
Valentino,Donna Born In Roma Yellow Dream by Valentino for her EDP 3.3 / 3.4 oz New in Box,"Musk, Saffron",55.99,US $55.99/ea,10,More than 10 available / 131 sold,131,"May 02, 2024 17:32:51 PDT","New York,USA, Taiwan"
Yves Saint Laurent,Yves Saint Laurent Black Opium Eau De Parfum 3 oz/ 90 ml for Women,"Lily of the Valley, Lily",38.68,US $38.68/ea,10,More than 10 available / 14 sold,14,"May 22, 2024 18:49:31 PDT","Sacramento, California, United States"
Parfums Gres,Cabotine Gold by Parfums Gres for women EDT 3.3 / 3.4 oz New in Box,"Amber, Coffee, Lily",14.45,US $14.45/ea,9,9 available / 349 sold,349,"May 24, 2024 07:57:09 PDT","Dallas, Texas, United States"
Katy Perry,Indivisible by Katy Perry perfume for Women EDP 3.3 / 3.4 oz New In Box,"Chocolate, Lily, Oakmoss, Peach, Grapefruit",15.88,US $15.88,,Last One / 103 sold,103,"May 23, 2024 17:39:08 PDT","Dallas, Texas, United States"
Clinique,Aromatics Elixir by Clinique 3.4 oz Perfume Spray for Women New In Box,"Vanilla, Ginger, Jasmine",32.13,US $32.13/ea,,"Limited quantity available / 3,215 sold",3215,"May 23, 2024 11:15:02 PDT","Hackensack, New Jersey, United States"
Vicki Tiel,Sirene by Vicky Tiel 3.3 / 3.4 oz EDP For Women New in Box,"Coconut, Clove, Oakmoss",18.99,US $18.99/ea,21,"21 available / 1,396 sold",1396,"May 24, 2024 07:57:06 PDT","Dallas, Texas, United States"
Moschino,MOSCHINO TOY 2 for Women Mini Perfume 0.17 oz 5 ml Eau de Parfum Splash NEW,"Clove, Vetiver",9.95,US $9.95/ea,4,4 available / 135 sold,135,"May 18, 2024 14:13:41 PDT","TX, United States"
Dolce & Gabbana,10 Dolce & Gabbana Light Blue Women .02 oz EDT Spray Boxed Mini/Travel  Vial NEW,"Pepper, Ginger, Blackcurrant, Grapefruit, Cardamom",20,US $20.00,,3 lots available (10 items per lot) / 26 sold,26,"May 13, 2024 10:25:17 PDT","California, United States"
Vera Wang,VERA WANG Perfume 3.3 / 3.4 oz EDP For Women Spray NEW IN BOX,"Oud, Apple, Blackcurrant",25.25,US $25.25/ea,71,"71 available / 15,897 sold",15897,"May 17, 2024 07:46:20 PDT","Dallas, Texas, United States"
ALFRED SUNG,Sung Perfume by Alfred Sung for Women 3.3 / 3.4 oz EDT New in Box,"Pepper, Raspberry, Grapefruit",22.25,US $22.25/ea,51,"51 available / 2,048 sold",2048,"May 24, 2024 09:51:06 PDT","Dallas, Texas, United States"
Dior,Dior Miss Dior 0.17 fl oz Women's Eau de Parfum,"Oud, Grapefruit, Orange Blossom, Chocolate, Jasmine",21.99,US $21.99/ea,3,3 available / 83 sold,83,"May 12, 2024 15:53:04 PDT","Rockville, Maryland, United States"
Versace,Versace Pour Femme Dylan Purple 3.4 oz EDP Perfume for Women New In Box,"Vanilla, Lily",63.99,US $63.99,,Limited quantity available / 152 sold,152,"May 24, 2024 09:36:56 PDT","Hackensack, New Jersey, United States"
Lancôme,Black Opium by Yves Saint Laurent 3.0 oz EDP Perfume for Women,"Musk, Vetiver, Cypress, Raspberry, Sandalwood",39.95,US $39.95,10,More than 10 available / 60 sold,60,"May 14, 2024 20:26:45 PDT","Houston, Texas, United States"
AS SHOWN,J'adore Eau De Parfum EDP 3.4oz/100ML Spray For Women Authentic Boxed Sealed,"Raspberry, Vanilla",49.99,US $49.99,10,10 available / 4 sold,4,"May 16, 2024 19:32:44 PDT","New York,United States, Hong Kong"
Unbranded,Yara by Lattafa Perfumes | Eau De Parfum - 100ml (3.4 fl oz) | - Women.,"Cedarwood, Oud, Cinnamon, Musk, Pear",15.77,US $15.77/ea,300,300 available / 67 sold,67,"May 24, 2024 09:28:26 PDT","shanghai, China"
Givenchy,Ange Ou Demon Le Secret By Givenchy EDP For Women 3.3 oz / 100 ml *NEW*,"Musk, Vetiver, Lily",41.99,US $41.99,10,More than 10 available / 166 sold,166,"May 08, 2024 11:08:31 PDT","Miami, Florida, United States"
Jo Malone,"Jo Malone London Cologne Spray ,Travel Size 9ml/0.3oz **Choose Your Scent** NEW","Cypress, Cardamom, Cedarwood",17,US $17.00,5,5 available / 968 sold,968,"May 21, 2024 08:49:14 PDT","Camarillo, California, United States"
Jessica McClintock,Jessica McClintock Perfume 1.7 oz EDP For Women New In Box,"Apple, Vetiver, Violet, Coconut",18.99,US $18.99/ea,73,73 available / 886 sold,886,"May 22, 2024 22:59:15 PDT","Dallas, Texas, United States"
Victoria's Secret,Victoria's Secret Tease Perfume for Women Eau de Parfum 3.4 oz 100ml New in Box,"Pepper, Rose, Clove, Chocolate",30.99,US $30.99/ea,10,More than 10 available / 91 sold,91,"May 24, 2024 09:52:50 PDT","Flat Lick, Kentucky, United States"
Yves Saint Laurent,Libre by Yves Saint Laurent Eau de Parfum Spray 3 fl oz for Women New In Box,"Jasmine, Pepper, Ginger, Raspberry, Leather",49.99,US $49.99/ea,5,5 available / 25 sold,25,"May 17, 2024 10:03:27 PDT","Pomona,California, Hong Kong"
Fragonard,Good Girl by Carolina Herrera 2.7 Fl oz Spray Eau De Parfum Women's TESTER,"Vanilla, Cinnamon, Lily of the Valley, Oud",44.99,US $44.99/ea,10,More than 10 available / 2 sold,2,"May 07, 2024 14:36:26 PDT","27704, United States"
Carolina Herrera,Carolina Herrera Very Good Girl 2.7 oz EDP Bold Red Fruity Perfume Sealed,"Orange Blossom, Amber",55.99,US $55.99/ea,5,5 available / 80 sold,80,"May 14, 2024 07:22:22 PDT","Novi, Michigan, United States"
